"year","filename","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total","flag"
"2010","Table 45 - Astoria Values.pdf","Grenadier, Unsp","value","2","0","0","0","0","0","0","0","0","0","0","0","2",""
"2010","Table 45 - Astoria Values.pdf","Hagfish sp","value","0","0","0","0","0","0","0","0","65479","2533","0","0","68012",""
"2010","Table 45 - Astoria Values.pdf","Halibut, Pacific","value","0","0","0","0","406","147032","22979","0","0","0","0","0","170417",""
"2010","Table 45 - Astoria Values.pdf","Lingcod","value","71","6268","23598","19450","46140","46370","44239","48594","59085","22278","4186","6251","326530",""
"2010","Table 45 - Astoria Values.pdf","Mackerel, jack","value","0","0","0","0","0","0","0","7623","7","0","0","0","7630",""
"2010","Table 45 - Astoria Values.pdf","Mackerel, Pacific","value","0","0","0","0","0","36248","23677","150012","90681","13948","0","0","314566",""
"2010","Table 45 - Astoria Values.pdf","Ratfish","value","0","0","0","0","0","0","0","12","0","0","0","0","12",""
"2010","Table 45 - Astoria Values.pdf","Pacific Ocean perch","value","231","1461","2347","2130","3634","1602","986","1858","655","1000","2731","11553","30188",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, black","value","0","0","0","0","59","646","8","30","28","17","206","0","994",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, brown","value","0","0","0","0","0","0","0","1","0","0","0","0","1",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, canary","value","0","161","44","43","1380","271","418","2115","427","528","92","175","5654",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, darkblotched","value","184","3321","3276","3077","3416","3062","226","633","3660","1385","3335","5086","30661",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, quillback","value","0","0","3","52","7","17","9","75","14","11","0","0","188",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, widow","value","101","264","83","91","3261","7165","14016","9564","7725","7208","3528","11771","64777",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, yelloweye","value","0","1","0","1","42","1","12","45","2","1","0","1","106",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, yellowtail","value","132","10651","15005","13692","90343","90065","122996","199462","41329","56918","1196","34983","676772",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, Shelf","value","6","931","965","256","3152","8202","10325","1997","2885","1061","38","901","30719",""
"2010","Table 45 - Astoria Values.pdf","Rockfish, Slope","value","1061","4113","7022","9689","14253","6134","7824","20898","17839","5638","7724","20879","123074",""
"2010","Table 45 - Astoria Values.pdf","Thornyhead, longspine","value","3246","9036","5502","11721","15981","24537","148","405","2619","7840","5680","5830","92545",""
"2010","Table 45 - Astoria Values.pdf","Thornyhead, shortspine","value","14373","23506","19899","29194","38781","7824","1857","4867","8012","21130","23754","23066","216263",""
"2010","Table 45 - Astoria Values.pdf","Sablefish","value","110024","188510","224190","320762","258875","188366","310774","183147","295617","447238","355845","267120","3150468",""
"2010","Table 45 - Astoria Values.pdf","Salmon, chinook","value","0","0","0","2477","60193","313964","7391","420","63922","39047","0","0","487414",""
"2010","Table 45 - Astoria Values.pdf","Salmon, coho","value","0","0","0","0","0","0","207","160","5120","0","0","0","5487",""
"2010","Table 45 - Astoria Values.pdf","Sanddab, Pacific","value","218","61","201","491","17516","18912","15536","27889","7340","4602","4405","58","97229",""
"2010","Table 45 - Astoria Values.pdf","Sardine, Pacific","value","0","0","0","0","0","632368","3719938","2433935","1596931","848497","0","0","9231669",""
"2010","Table 45 - Astoria Values.pdf","Shad, American","value","0","0","0","0","0","0","0","0","174","0","0","0","174",""
"2010","Table 45 - Astoria Values.pdf","Shark, spiny dogfish","value","3003","3494","2727","0","0","0","0","16","0","0","0","6607","15847",""
"2010","Table 45 - Astoria Values.pdf","Shark, thresher","value","0","0","0","0","0","0","0","1","0","0","0","0","1",""
"2010","Table 45 - Astoria Values.pdf","Skates and rays","value","13141","36259","35324","37235","85226","107844","61489","86248","55641","27040","21659","27379","594485",""
"2010","Table 45 - Astoria Values.pdf","Sole, butter","value","0","0","0","0","0","35","26","133","18","23","0","0","235",""
"2010","Table 45 - Astoria Values.pdf","Sole, curlfin (turbot)","value","0","0","0","4","0","19","6","283","22","0","0","0","334",""
"2010","Table 45 - Astoria Values.pdf","Sole, Dover","value","87959","175178","200162","459931","277830","84822","129925","124553","103927","137751","142416","184415","2108869",""
"2010","Table 45 - Astoria Values.pdf","Sole, English","value","448","196","405","683","6309","11465","14564","15230","3084","2276","4694","1071","60425",""
"2010","Table 45 - Astoria Values.pdf","Sole, flathead","value","0","0","3","44","184","326","678","695","1059","275","126","15","3405",""
"2010","Table 45 - Astoria Values.pdf","Sole, petrale","value","37262","98610","100147","19906","133371","142363","175451","150589","147250","79652","102805","224391","1411797",""
"2010","Table 45 - Astoria Values.pdf","Sole, rex","value","2237","3767","4835","5556","14445","18707","22878","23508","11854","10037","5546","6527","129897",""
"2010","Table 45 - Astoria Values.pdf","Sole, rock","value","1","0","3","14","20","43","48","254","251","14","2","2","652",""
"2010","Table 45 - Astoria Values.pdf","Sole, sand","value","1086","6","0","0","19673","47310","19396","40135","3010","1316","8649","0","140581",""
"2010","Table 45 - Astoria Values.pdf","Sturgeon, white","value","0","0","0","0","0","285","0","0","0","0","0","0","285",""
"2010","Table 45 - Astoria Values.pdf","Tuna, albacore","value","0","0","0","0","0","0","423232","1283870","1141346","276633","50138","0","3175219",""
"2010","Table 45 - Astoria Values.pdf","Whiting, Pac (hake)","value","121","170","99","456","532","675648","1642050","2433062","1128632","1144071","819493","27462","7871796",""
"2010","Table 45 - Astoria Values.pdf","Wolf.eel..............","value","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","Table 45 - Astoria Values.pdf","Wrymouth, giant","value","0","0","0","0","0","0","15","73","39","12","0","0","139",""
"2010","Table 45 - Astoria Values.pdf","CRUSTACEANS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 45 - Astoria Values.pdf","Crab, box","value","0","0","4851","150","0","0","0","0","0","0","0","0","5001",""
"2010","Table 45 - Astoria Values.pdf","Crab, Dungeness ocean","value","1556520","776579","446248","477137","352891","44178","14641","4930","0","0","0","347786","4020910",""
"2010","Table 45 - Astoria Values.pdf","Shrimp, pink","value","0","0","0","264693","788604","845296","900665","825695","523552","224776","0","0","4373281",""
"2010","Table 45 - Astoria Values.pdf","MOLLUSKS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 45 - Astoria Values.pdf","Octopus","value","14","0","8","12","213","446","783","526","148","27","12","0","2189",""
"2010","Table 45 - Astoria Values.pdf","Squid, other sp","value","0","7","24","29","55","117","216","579","55","0","5","0","1087",""
"2010","Table 45A - Gearhart-Seaside values.pdf","Salmon..chinook.......","value","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","Table 45A - Gearhart-Seaside values.pdf","Salmon, coho","value","0","0","0","0","0","0","0","56","60","0","0","0","116",""
"2010","Table 45A - Gearhart-Seaside values.pdf","Tuna, albacore","value","0","0","0","0","0","0","0","10681","1410","0","0","0","12091",""
"2010","Table 45A - Gearhart-Seaside values.pdf","MOLLUSKS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 45A - Gearhart-Seaside values.pdf","Clams, cockle","value","0","0","0","0","0","320","0","0","0","0","0","0","320",""
"2010","Table 45A - Gearhart-Seaside values.pdf","Clams, razor","value","186","1835","2513","10952","14879","11651","5729","0","0","1674","1106","520","51045",""
"2010","Table 45B - Cannon Beach values.pdf","CHECK","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","Table 46 - Nehalem Bay values.pdf","CHECK","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","Table 47 - Garibaldi values.pdf","Cabezon...............","value","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","Table 47 - Garibaldi values.pdf","Greenling sp","value","11","0","5","88","64","138","265","270","232","32","4","0","1109",""
"2010","Table 47 - Garibaldi values.pdf","Halibut, Pacific","value","0","0","0","0","305","17957","0","0","0","0","0","0","18262",""
"2010","Table 47 - Garibaldi values.pdf","Irish Lord, red","value","0","0","0","0","0","0","0","5","0","0","0","0","5",""
"2010","Table 47 - Garibaldi values.pdf","Lingcod","value","0","0","0","0","3582","4941","5016","2293","2623","219","393","0","19067",""
"2010","Table 47 - Garibaldi values.pdf","Pipefish","value","0","0","0","0","0","0","0","1","0","0","0","0","1",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, black","value","297","0","1825","8198","9272","4430","9120","6687","9092","4847","27","0","53795",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, black&yellow","value","0","0","0","0","0","4","0","0","0","0","0","0","4",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, blue","value","0","0","0","59","4","4","74","29","156","138","12","0","476",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, china","value","0","0","5","0","10","9","25","4","13","0","0","0","66",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, copper","value","0","0","0","6","27","6","21","59","19","0","0","0","138",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, quillback","value","0","0","0","17","22","38","105","49","7","4","0","0","242",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, tiger","value","0","0","0","0","0","2","10","4","0","0","0","0","16",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, vermillion","value","0","0","0","0","0","0","6","0","26","0","0","0","32",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, yelloweye","value","0","0","0","0","0","54","0","0","0","0","0","0","54",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, yellowtail","value","0","0","0","14","69","4","65","28","70","49","79","0","378",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, Shelf","value","0","0","0","0","0","1","0","0","0","0","0","0","1",""
"2010","Table 47 - Garibaldi values.pdf","Rockfish, Slope","value","0","0","0","0","0","55","0","0","0","0","0","0","55",""
"2010","Table 47 - Garibaldi values.pdf","Sablefish","value","0","0","1680","0","0","808","0","0","0","0","0","0","2488",""
"2010","Table 47 - Garibaldi values.pdf","Salmon, chinook","value","0","0","0","38481","65995","43752","1982","5177","60677","112199","0","0","328263",""
"2010","Table 47 - Garibaldi values.pdf","Salmon, coho","value","0","0","0","0","0","0","44","114","2622","0","0","0","2780",""
"2010","Table 47 - Garibaldi values.pdf","Sculpin, other sp","value","0","0","10","0","0","2","0","0","0","0","0","3","15",""
"2010","Table 47 - Garibaldi values.pdf","Snailfish, blacktail","value","0","0","0","0","0","2","0","0","0","0","0","0","2",""
"2010","Table 47 - Garibaldi values.pdf","Sticklebacks","value","0","0","0","0","0","0","0","1","0","0","0","0","1",""
"2010","Table 47 - Garibaldi values.pdf","Tuna, albacore","value","0","0","0","0","0","3757","122661","171889","37740","4118","0","0","340165",""
"2010","Table 47 - Garibaldi values.pdf","Wolf-eel","value","0","0","0","0","27","36","0","0","0","0","0","0","63",""
"2010","Table 47 - Garibaldi values.pdf","CRUSTACEANS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 47 - Garibaldi values.pdf","BARNACLE, ACORN","value","0","0","0","0","0","1","1","0","0","0","0","0","2",""
"2010","Table 47 - Garibaldi values.pdf","Crab, Dungeness bay","value","0","0","0","0","0","0","0","0","0","0","2336","0","2336",""
"2010","Table 47 - Garibaldi values.pdf","Crab, Dungeness ocean","value","564515","240114","149764","156459","144012","42420","28928","15336","0","0","0","46464","1388012",""
"2010","Table 47 - Garibaldi values.pdf","Crab, hermit","value","0","0","5","0","0","0","0","1","0","0","0","1","7",""
"2010","Table 47 - Garibaldi values.pdf","Crab, kelp","value","0","0","0","0","0","1","0","1","0","0","0","0","2",""
"2010","Table 47 - Garibaldi values.pdf","Crab, rock","value","0","0","0","0","0","0","0","2","0","0","0","0","2",""
"2010","Table 47 - Garibaldi values.pdf","Crab, other","value","0","0","0","0","0","3","0","0","0","0","0","0","3",""
"2010","Table 47 - Garibaldi values.pdf","Shrimp, bay","value","0","5","5","0","0","0","0","0","0","0","0","0","10",""
"2010","Table 47 - Garibaldi values.pdf","Shrimp, ghost","value","418","417","455","348","1177","1485","1059","672","496","737","128","45","7437",""
"2010","Table 47 - Garibaldi values.pdf","Shrimp, mud","value","0","0","0","0","0","48","0","0","0","0","0","0","48",""
"2010","Table 47 - Garibaldi values.pdf","Shrimp, pink","value","0","0","0","380","14149","2820","17742","0","0","0","0","0","35091",""
"2010","Table 47 - Garibaldi values.pdf","Shrimp, spot","value","0","0","112","0","0","0","0","0","0","0","5240","3470","8822",""
"2010","Table 47 - Garibaldi values.pdf","MOLLUSKS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 47 - Garibaldi values.pdf","Clams, butter","value","0","0","0","17","57","199","386","293","309","4","216","0","1481",""
"2010","Table 47 - Garibaldi values.pdf","Clams, cockle","value","1860","2651","3707","17945","22242","23925","7097","935","153","117","849","328","81809",""
"2010","Table 47 - Garibaldi values.pdf","Clams, gaper","value","0","0","0","0","0","0","4864","6140","4700","4403","1751","1117","22975",""
"2010","Table 47 - Garibaldi values.pdf","Clams, Nat Littleneck","value","0","0","0","0","0","0","0","0","5","0","0","0","5",""
"2010","Table 47 - Garibaldi values.pdf","OTHER INVERTEBRATES:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 47 - Garibaldi values.pdf","CNIDARIANS","value","0","0","0","0","0","10","0","0","0","0","0","0","10",""
"2010","Table 47 - Garibaldi values.pdf","Sea.anemone...........","value","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","Table 47 - Garibaldi values.pdf","Sea stars","value","0","0","0","0","0","0","0","6","0","0","0","0","6",""
"2010","Table 47 - Garibaldi values.pdf","TUNICATES","value","0","0","0","0","0","1","0","0","0","0","0","0","1",""
"2010","Table 47 - Garibaldi values.pdf","Worms, tube","value","0","0","0","0","0","2","0","0","0","0","0","0","2",""
"2010","Table 48 - Netarts Bay value.pdf","Clingfish.Northern....","value","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","Table 48 - Netarts Bay value.pdf","Gunnel sp","value","0","0","0","0","0","0","0","0","1","0","0","0","1",""
"2010","Table 48 - Netarts Bay value.pdf","Pipefish","value","0","0","0","0","0","0","0","0","1","0","1","0","2",""
"2010","Table 48 - Netarts Bay value.pdf","Prickleback spp","value","0","0","0","0","0","0","0","0","5","0","2","0","7",""
"2010","Table 48 - Netarts Bay value.pdf","Sculpin, buffalo","value","0","0","0","0","0","0","0","0","1","0","0","0","1",""
"2010","Table 48 - Netarts Bay value.pdf","Sculpin, other sp","value","0","0","0","0","0","0","0","0","1","0","0","0","1",""
"2010","Table 48 - Netarts Bay value.pdf","CRUSTACEANS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 48 - Netarts Bay value.pdf","Crab, Dungeness bay","value","0","0","0","0","0","0","0","0","0","0","2685","0","2685",""
"2010","Table 48 - Netarts Bay value.pdf","Crab, kelp","value","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"2010","Table 48 - Netarts Bay value.pdf","Crab, rock","value","0","0","0","0","0","0","0","0","0","0","3","0","3",""
"2010","Table 48 - Netarts Bay value.pdf","Grass Shrimp","value","0","0","0","0","0","0","0","0","0","0","1","0","1",""
"2010","Table 48 - Netarts Bay value.pdf","Shrimp, ghost","value","30","0","72","0","0","0","0","0","0","12","0","0","114",""
"2010","Table 48 - Netarts Bay value.pdf","Shrimp, mud","value","180","630","300","264","156","0","0","0","0","120","216","228","2094",""
"2010","Table 48 - Netarts Bay value.pdf","MOLLUSKS:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 48 - Netarts Bay value.pdf","Clams, cockle","value","0","0","0","696","1355","0","0","0","0","0","0","0","2051",""
"2010","Table 48 - Netarts Bay value.pdf","OTHER INVERTEBRATES:","value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","Table 48 - Netarts Bay value.pdf","Sea anemone","value","0","0","0","0","0","0","0","0","10","7","0","0","17",""
"2010","Table 48 - Netarts Bay value.pdf","Sea stars","value","0","0","0","0","0","0","0","0","10","13","1","0","24",""
"2010","Table 49 - Pacific City values.pdf","Cabezon...............","value","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","Table 49 - Pacific City values.pdf","Greenling sp","value","0","0","0","3","0","23","23","3","0","0","0","0","52",""
"2010","Table 49 - Pacific City values.pdf","Halibut, Pacific","value","0","0","0","0","0","618","432","0","0","0","0","0","1050",""
"2010","Table 49 - Pacific City values.pdf","Lingcod","value","0","0","0","0","7059","8480","7398","4208","3116","2056","860","0","33177",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, black","value","0","15","687","2732","5472","4851","4593","1579","2127","1536","28","0","23620",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, blue","value","0","0","0","99","0","23","28","0","488","194","0","0","832",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, china","value","0","0","0","0","0","0","7","3","0","0","0","0","10",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, copper","value","0","0","0","0","11","4","0","14","0","11","0","0","40",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, grass","value","0","0","0","0","0","0","0","0","0","21","0","0","21",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, quillback","value","0","0","0","0","13","36","53","42","43","42","7","0","236",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, tiger","value","0","0","0","0","0","6","0","0","0","0","0","0","6",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, vermillion","value","0","0","0","0","0","15","9","9","35","0","0","0","68",""
"2010","Table 49 - Pacific City values.pdf","Rockfish, yellowtail","value","0","0","0","0","27","34","48","25","38","40","4","0","216",""
