Licenses,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
COMM FISHING LICENSE (R),$144.75,$    149.25,$   153.25,-,-,-,-,-,-,-
COMM FISHING LICENSE (NR),$432.75,$    446.00,$   458.25,-,-,-,-,-,-,-
COMM BOAT REGISTRATION (R),$379.75,$    391.25,$   402.00,-,-,-,-,-,-,-
COMM BOAT REGISTRATION (NR),"$ 1,139.25","$ 1,174.00","$1,206.00",-,-,-,-,-,-,-
COMM PASSENGER FISHING VESSEL,$379.75,$    391.25,$   402.00,-,-,-,-,-,-,-
COMM AIRCRAFT REGISTRATION,$304.25,$    313.50,$   322.00,-,-,-,-,-,-,-
COMM SALMON STAMP,$85.00,$      85.00,$     85.00,-,-,-,-,-,-,-
JOHN DOE SALMON STAMP,$85.00,$      85.00,$     85.00,-,-,-,-,-,-,-
COMM OCEAN ENHANCEMENT STAMP,$53.75,$      55.50,$     57.00,-,-,-,-,-,-,-
Limited Entry & Restricted Access,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
CALIFORNIA HALIBUT BOTTOM TRAWL VESSEL PERMIT,$65.25,$67.00,$     68.75,-,-,-,-,-,-,-
DEEPER NEARSHORE SPECIES FISHERY PERMIT,$189.75,$195.50,$   200.75,-,-,-,-,-,-,-
DRIFT GILL NET SHARK/SWORDFISH PERMIT,$501.50,$516.75,$   530.75,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 1,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 2,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 3,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 4,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 5,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 6,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (NR) TIER 7,$607.50,$626.00,$   643.00,-,-,-,-,-,-,-
DUNGENESS CRAB VESSEL PERMIT NT (R) TIER 1,$304.25,$313.50,$   322.00,-,-,-,-,-,-,-
