Licenses,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
COMM FISHING LICENSE (R),N/A,N/A,N/A,N/A,$               95.00,$               96.50,$             101.50,$             108.25,$             112.75,$             119.75
COMM FISHING LICENSE (NR),$            150.00,$             150.00,$             150.00,$             150.00,$             285.00,$            289.25,$            304.00,$             324.00,$            337.75,$            358.75
COMM FISHING - CREWMEMBER (R),$               50.00,$               50.00,$               50.00,$              50.00,N/A,N/A,N/A,N/A,N/A,N/A
COMM FISHING - OPERATOR (R),$               90.00,$               90.00,$               90.00,$               90.00,N/A,N/A,N/A,N/A,N/A,N/A
COMM FISHING - CREWMEMBER UPGRADE (R),$               40.00,$               40.00,$               40.00,$              40.00,N/A,N/A,N/A,N/A,N/A,N/A
COMM BOAT REGISTRATION (R),$             200.00,$             200.00,$            200.00,$             200.00,$             250.00,$             253.75,$             266.50,$             284.00,$             296.00,$             314.25
COMM BOAT REGISTRATION (NR),$            400.00,$             400.00,$            400.00,$            400.00,$             750.00,$            761.25,$             799.75,$            852.25,$             888.50,$            943.50
COMM PASSENGER FISHING VESSEL,$            200.00,$             200.00,$            200.00,$             200.00,$            250.00,$             253.75,$             266.50,$             284.00,$             296.00,$             314.25
COMM PASSENGER FISHING VESSEL W/SALMON,$             150.00,$             150.00,$            150.00,$            150.00,N/A,N/A,N/A,N/A,N/A,N/A
COMM AIRCRAFT REGISTRATION,$            200.00,$            200.00,$            200.00,$             200.00,$             200.00,$             203.00,$             213.25,$            227.25,$             237.00,$             251.75
COMM SALMON STAMP,$            110.00,$             247.50,$               85.00,$            198.00,$            222.50,$             222.50,$             147.50,$              85.00,$               85.00,$               85.00
JOHN DOE SALMON STAMP,$             110.00,$            247.50,$               85.00,$             198.00,$             222.50,$             222.50,$            147.50,$              85.00,$               85.00,$              85.00
JUNIOR COMM FISH LICENSE,$               35.00,$               35.00,$               35.00,$              35.00,N/A,N/A,N/A,N/A,N/A,N/A
JUNIOR COMM SALMON STAMP,$               55.00,$            123.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM OCEAN ENHANCEMENT STAMP,$               25.00,$               25.00,$              25.00,$              25.00,$              35.00,$               35.50,$               37.25,$              39.75,$              41.50,$               44.00
Limited Entry & Restricted Access,,,,,,,,,,
CALIFORNIA HALIBUT BOTTOM TRAWL VESSEL PERMI,N/A,N/A,N/A,N/A,N/A,N/A,$              37.50,$               50.75,$               52.50,$               55.25
DEEPER NEARSHORE SPECIES FISHERY PERMIT,N/A,N/A,N/A,$             125.00,$             125.00,$            127.00,$            133.50,$             142.25,$             148.25,$             157.50
DRIFT GILL NET SHARK/SWORDFISH PERMIT,$             330.00,$            330.00,$            330.00,$             330.00,$            330.00,$             335.00,$             352.00,$            375.00,$             391.00,$            415.25
DUNGENESS CRAB VESSEL PERMIT (R),$            200.00,$             200.00,$             200.00,$             200.00,$             200.00,$             203.00,$            213.25,$            227.25,$             237.00,$            251.75
DUNGENESS CRAB VESSEL PERMIT (NR),$            400.00,$            400.00,$            400.00,$            400.00,$             400.00,$            406.00,$            426.50,$            454.50,$             474.00,$             503.25
FINFISH TRAP PERMIT,$             110.00,$            110.00,$            110.00,$             110.00,$             110.00,N/A,N/A,N/A,N/A,N/A
GENERAL GILL/TRAMMEL NET PERMIT,$             330.00,$            330.00,$             330.00,$             330.00,$            330.00,$             335.00,$             352.00,$             375.00,$            391.00,$            415.25
HERRING GILL NET PERMIT(R),$             265.00,$             265.00,$             265.00,$             265.00,$            265.00,$             269.00,$             282.50,$            301.00,$            313.75,$             333.25
HERRING GILL NET PERMIT(NR),"$          1,000.00","$         1,000.00","$         1,000.00","$          1,000.00","$          1,000.00","$         1,015.00","$          1,066.25","$          1,136.25","$         1,184.75","$          1,258.25"
HERRING STAMP,$            100.00,$            100.00,$             100.00,$             100.00,$             100.00,$             101.50,$             106.75,$             113.75,$             118.50,$            125.75
HERRING ROUND HAUL PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HERRING FRESH FISH MARKET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HERRING OCEAN WATERS,N/A,N/A,N/A,N/A,$                 4.00,$                4.00,$                5.00,$                 3.00,$                3.00,$                 4.00
LOBSTER OPERATOR PERMIT,$             265.00,$            265.00,$            265.00,$             265.00,$             265.00,$            269.00,$             282.50,$             301.00,$             313.75,$            333.25
MARKET SQUID LIGHT BOAT OWNERS PERMIT,"$         2,500.00",$            400.00,$             400.00,$             400.00,$             400.00,N/A,N/A,N/A,N/A,N/A
MARKET SQUID BRAIL PERMIT (T),N/A,N/A,N/A,N/A,N/A,"$          2,000.00","$         2,101.25","$          2,239.00","$          2,334.50","$          2,479.25"
MARKET SQUID BRAIL PERMIT (NT),N/A,N/A,N/A,N/A,N/A,"$          1,000.00","$          1,050.50","$         1,119.50","$         1,167.25","$          1,239.50"
